 274   1.0d0
 276   1.0d0
 278   1.0d0
 280   1.0d0
 282   1.0d0
 284   1.0d0
 286   1.0d0
 288   1.0d0
 290   1.0d0
 292   1.0d0
 294   1.0d0
 296   1.0d0
 298   1.0d0
 300   1.0d0
 302   1.0d0
 304   1.0d0
 306   1.0d0
 308   1.0d0
 310   1.0d0
 312   1.0d0
 314   1.0d0
 316   1.0d0
 318   1.0d0
 320   1.0d0
 322   1.0d0
 324   1.0d0
 326   1.0d0
 328   1.0d0
 330   1.0d0
 332   1.0d0
 334   1.0d0
 336   1.0d0
 338   1.0d0
 340   1.0d0
 342   1.0d0
 344   1.0d0
 346   1.0d0
 348   1.0d0
 350   1.0d0
 352   1.0d0
 354   1.0d0
 356   1.0d0
 358   1.0d0
 360   1.0d0
 362   1.0d0
 364   1.0d0
 366   1.0d0
 368   1.0d0
 370   1.0d0
 372   1.0d0
 374   1.0d0
 376   1.0d0
 378   1.0d0
 380   1.0d0
 382   1.0d0
 384   1.0d0
 386   1.0d0
 388   1.0d0
 390   1.0d0
 392   1.0d0
 394   1.0d0
 396   1.0d0
 398   1.0d0
 400   1.0d0
 402   1.0d0
 404   1.0d0
 406   1.0d0
 408   1.0d0
 410   1.0d0
 412   1.0d0
 414   1.0d0
 416   1.0d0
 418   1.0d0
 420   1.0d0
 422   1.0d0
 424   1.0d0
 426   1.0d0
 428   1.0d0
 430   1.0d0
 432   1.0d0
 434   1.0d0
 436   1.0d0
 438   1.0d0
 440   1.0d0
 442   1.0d0
 444   1.0d0
 446   1.0d0
 448   1.0d0
 450   1.0d0
 452   1.0d0
 454   1.0d0
 456   1.0d0
 458   1.0d0
 460   1.0d0
 462   1.0d0
 464   1.0d0
 466   1.0d0
 468   1.0d0
 470   1.0d0
 472   1.0d0
 474   1.0d0
 476   1.0d0
 478   1.0d0
 480   1.0d0
 482   1.0d0
 484   1.0d0
 486   1.0d0
 488   1.0d0
 490   1.0d0
 492   1.0d0
 494   1.0d0
 496   1.0d0
 498   1.0d0
 500   1.0d0
 502   1.0d0
 504   1.0d0
 506   1.0d0
 508   1.0d0
 510   1.0d0
 512   1.0d0
 514   1.0d0
 516   1.0d0
 518   1.0d0
 520   1.0d0
 522   1.0d0
 524   1.0d0
 526   1.0d0
 528   1.0d0
 530   1.0d0
 532   1.0d0
 534   1.0d0
 536   1.0d0
 538   1.0d0
 540   1.0d0
 542   1.0d0
 544   1.0d0
 546   1.0d0
 548   1.0d0
 550   1.0d0
 552   1.0d0
 554   1.0d0
 556   1.0d0
 558   1.0d0
 560   1.0d0
 562   1.0d0
 564   1.0d0
 566   1.0d0
 568   1.0d0
 570   1.0d0
 572   1.0d0
 574   1.0d0
 576   1.0d0
 578   1.0d0
 580   1.0d0
 582   1.0d0
 584   1.0d0
 586   1.0d0
 588   1.0d0
 590   1.0d0
 592   1.0d0
 594   1.0d0
 596   1.0d0
 598   1.0d0
 600   1.0d0
 602   1.0d0
 604   1.0d0
 606   1.0d0
 608   1.0d0
 610   1.0d0
 612   1.0d0
 614   1.0d0
 616   1.0d0
 618   1.0d0
 620   1.0d0
 622   1.0d0
 624   1.0d0
 626   1.0d0
 628   1.0d0
 630   1.0d0
 632   1.0d0
 634   1.0d0
 636   1.0d0
 638   1.0d0
 640   1.0d0
 642   1.0d0
 644   1.0d0
 646   1.0d0
 648   1.0d0
 650   1.0d0
 652   1.0d0
 654   1.0d0
 656   1.0d0
 658   1.0d0
 660   1.0d0
 662   1.0d0
 664   1.0d0
 666   1.0d0
 668   1.0d0
 670   1.0d0
 672   1.0d0
 674   1.0d0
 676   1.0d0
 678   1.0d0
 680   1.0d0
 682   1.0d0
 684   1.0d0
 686   1.0d0
 688   1.0d0
 690   1.0d0
 692   1.0d0
 694   1.0d0
 696   1.0d0
 698   1.0d0
 700   1.0d0
 702   1.0d0
 704   1.0d0
 706   1.0d0
 708   1.0d0
 710   1.0d0
 712   1.0d0
 714   1.0d0
 716   1.0d0
 718   1.0d0
 720   1.0d0
 722   1.0d0
 724   1.0d0
 726   1.0d0
 728   1.0d0
 730   1.0d0
 732   1.0d0
 734   1.0d0
 736   1.0d0
 738   1.0d0
 740   1.0d0
 742   1.0d0
 744   1.0d0
 746   1.0d0
 748   1.0d0
 750   1.0d0
 752   1.0d0
 754   1.0d0
 756   1.0d0
 758   1.0d0
 760   1.0d0
 762   1.0d0
 764   1.0d0
 766   1.0d0
 768   1.0d0
 770   1.0d0
 772   1.0d0
 774   1.0d0
 776   1.0d0
 778   1.0d0
 780   1.0d0
 782   1.0d0
 784   1.0d0
 786   1.0d0
 788   1.0d0
 790   1.0d0
 792   1.0d0
 794   1.0d0
 796   1.0d0
 798   1.0d0
 800   1.0d0
 802   1.0d0
 804   1.0d0
 806   1.0d0
 808   1.0d0
 810   1.0d0
 812   1.0d0
 814   1.0d0
 816   1.0d0
 818   1.0d0
 820   1.0d0
 822   1.0d0
 824   1.0d0
 826   1.0d0
 828   1.0d0
 830   1.0d0
 832   1.0d0
 834   1.0d0
 836   1.0d0
 838   1.0d0
 840   1.0d0
 842   1.0d0
 844   1.0d0
 846   1.0d0
 848   1.0d0
 850   1.0d0
 852   1.0d0
 854   1.0d0
 856   1.0d0
 858   1.0d0
 860   1.0d0
 862   1.0d0
 864   1.0d0
 866   1.0d0
 868   1.0d0
 870   1.0d0
 872   1.0d0
 874   1.0d0
 876   1.0d0
 878   1.0d0
 880   1.0d0
 882   1.0d0
 884   1.0d0
 886   1.0d0
 888   1.0d0
 890   1.0d0
 892   1.0d0
 894   1.0d0
 896   1.0d0
 898   1.0d0
 900   1.0d0
 902   1.0d0
 904   1.0d0
 906   1.0d0
 908   1.0d0
 910   1.0d0
 912   1.0d0
 914   1.0d0
 916   1.0d0
 918   1.0d0
 920   1.0d0
 922   1.0d0
 924   1.0d0
 926   1.0d0
 928   1.0d0
 930   1.0d0
 932   1.0d0
 934   1.0d0
 936   1.0d0
 938   1.0d0
 940   1.0d0
 942   1.0d0
 944   1.0d0
 946   1.0d0
 948   1.0d0
 950   1.0d0
 952   1.0d0
 954   1.0d0
 956   1.0d0
 958   1.0d0
 960   1.0d0
 962   1.0d0
 964   1.0d0
 966   1.0d0
 968   1.0d0
 970   1.0d0
 972   1.0d0
 974   1.0d0
 976   1.0d0
 978   1.0d0
 980   1.0d0
 982   1.0d0
 984   1.0d0
 986   1.0d0
 988   1.0d0
 990   1.0d0
 992   1.0d0
 994   1.0d0
 996   1.0d0
 998   1.0d0
 1000   1.0d0
 1002   1.0d0
 1004   1.0d0
 1006   1.0d0
 1008   1.0d0
 1010   1.0d0
 1012   1.0d0
 1014   1.0d0
 1016   1.0d0
 1018   1.0d0
 1020   1.0d0
 1022   1.0d0
 1024   1.0d0
